Hospital,region,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Bantry General Hospital,Cork,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.4,1.7,5.1,5.1,3.4,1.7,5.1,24,12,35,1154,577,366,3,8,1,0,11.1,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7.9,2.9,10.8,10.8,7.9,2.9,10.8,55,20,76,2682,984,1204,0,20,0,0,1.5,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.5,2.1,7.6,7.6,5.5,2.1,7.6,38,15,54,1867,713,3384,0,3,0,0,3.3,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,2.9,1.2,4.1,4.1,2.9,1.2,4.1,20,8,29,984,407,1215,1,3,0,0,1.4,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,24.4,11.4,35.8,35.8,24.4,11.4,35.8,171,80,262,8283,3870,440,15,31,3,1,5.4,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,2.7,1.1,3.8,3.8,2.7,1.1,3.8,19,8,26,917,373,3986,0,3,0,0,7.6,Amber,No breach,TRUE
Galway University Hospitals,Galway,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,18.3,7.8,26.1,26.1,18.3,7.8,26.1,128,55,174,6212,2648,1806,0,26,1,0,3.9,Green,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.8,1.3,5.1,5.1,3.8,1.3,5.1,27,9,34,1290,441,516,2,29,0,0,1.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,13.8,6.3,20.1,20.1,13.8,6.3,20.1,97,44,137,4684,2139,1737,0,14,0,0,3,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.1,5.4,18.5,18.5,13.1,5.4,18.5,92,38,135,4447,1833,3349,6,6,2,1,7.3,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2,0.8,2.8,2.8,2,0.8,2.8,14,6,19,679,272,1336,0,15,1,0,1.4,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.3,3.2,9.5,9.5,6.3,3.2,9.5,44,22,68,2139,1086,1088,4,2,1,0,5.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.7,1.9,6.6,6.6,4.7,1.9,6.6,33,13,47,1595,645,1524,2,2,0,0,5,Amber,No breach,TRUE
Naas General Hospital,Kildare,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,9,4.6,13.6,13.6,9,4.6,13.6,63,32,96,3055,1561,1073,4,8,1,0,7.6,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.5,0.8,3.3,3.3,2.5,0.8,3.3,18,6,23,849,272,733,0,8,0,0,0.8,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.3,0.5,1.8,1.8,1.3,0.5,1.8,9,4,13,441,170,365,0,0,0,0,1,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.1,1.9,6,6,4.1,1.9,6,29,13,44,1392,645,1436,1,8,0,0,3.7,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9,3.1,12.1,12.1,9,3.1,12.1,63,22,85,3055,1052,2692,10,24,1,0,4.3,Amber,Low breach,TRUE
St Jamess Hospital,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,7,3.6,10.6,10.6,7,3.6,10.6,49,25,77,2376,1222,4199,0,6,0,0,1.6,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.5,2.9,10.4,10.4,7.5,2.9,10.4,52,20,70,2546,984,3575,3,5,1,0,5.5,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,33.1,15.4,48.5,48.5,33.1,15.4,48.5,232,108,348,11236,5228,2997,39,25,15,4,9.3,Red,Moderate breach,TRUE
Tallaght University Hospital,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.3,1.1,4.4,4.4,3.3,1.1,4.4,23,8,32,1120,373,65,0,8,0,0,1.1,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.2,0.8,0.8,0.6,0.2,0.8,4,1,5,204,68,293,0,5,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,5.9,2.2,8.1,8.1,5.9,2.2,8.1,41,15,54,2003,747,7070,4,8,1,0,4,Amber,Low breach,TRUE
University Hospital Kerry,Kerry,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.1,2.7,8.8,8.8,6.1,2.7,8.8,43,19,62,2071,917,389,0,13,2,1,3.2,Green,Low breach,TRUE
University Hospital Limerick,Limerick,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,37,18.5,55.5,55.5,37,18.5,55.5,259,130,406,12560,6280,462,64,18,11,3,10.7,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,07/04/2022,2022,7,Monday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,2.1,0.7,2.8,2.8,2.1,0.7,2.8,15,5,19,713,238,1525,0,6,0,0,1.2,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.1,1.1,4.2,4.2,3.1,1.1,4.2,22,8,29,1052,373,362,5,7,1,0,9.1,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7.3,2.9,10.2,10.2,7.3,2.9,10.2,51,20,72,2478,984,1190,0,20,1,0,1.4,Green,Low breach,TRUE
Cavan General Hospital,Cavan,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.5,1.9,6.4,6.4,4.5,1.9,6.4,32,13,45,1528,645,3345,1,2,1,0,2.8,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,2.8,1,3.8,3.8,2.8,1,3.8,20,7,26,950,339,1210,0,3,1,0,1.3,Green,Low breach,TRUE
Cork University Hospital,Cork,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,23.8,12.2,36,36,23.8,12.2,36,167,85,256,8079,4141,455,17,34,6,2,5.4,Amber,Moderate breach,TRUE
Ennis Hospital,Clare,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3,1.1,4.1,4.1,3,1.1,4.1,21,8,30,1018,373,4066,5,4,1,0,8.2,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,20,8.3,28.3,28.3,20,8.3,28.3,140,58,189,6789,2817,1790,16,31,3,1,4.3,Amber,Low breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.3,1.2,4.5,4.5,3.3,1.2,4.5,23,8,33,1120,407,509,0,29,0,0,1.3,Green,No breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,11.4,5.9,17.3,17.3,11.4,5.9,17.3,80,41,122,3870,2003,1790,0,13,0,0,2.6,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.6,5.1,18.7,18.7,13.6,5.1,18.7,95,36,130,4617,1731,3439,3,7,2,1,7.3,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.8,0.9,2.7,2.7,1.8,0.9,2.7,13,6,20,611,306,1359,1,15,0,0,1.4,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.2,2.3,8.5,8.5,6.2,2.3,8.5,43,16,57,2105,781,1063,4,2,1,0,4.6,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.7,2.1,6.8,6.8,4.7,2.1,6.8,33,15,46,1595,713,1527,5,3,1,0,5.1,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,9.2,4.3,13.5,13.5,9.2,4.3,13.5,64,30,93,3123,1460,1102,4,8,1,0,7.6,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.3,0.9,3.2,3.2,2.3,0.9,3.2,16,6,22,781,306,721,0,9,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.2,0.5,1.7,1.7,1.2,0.5,1.7,8,4,12,407,170,356,0,1,0,0,0.9,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.6,1.9,6.5,6.5,4.6,1.9,6.5,32,13,47,1561,645,1479,4,9,0,0,4,Amber,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,6.5,3.2,9.7,9.7,6.5,3.2,9.7,46,22,66,2206,1086,2681,0,22,0,0,3.5,Green,No breach,TRUE
St Jamess Hospital,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,6.9,3.6,10.5,10.5,6.9,3.6,10.5,48,25,76,2342,1222,4288,0,3,1,0,1.5,Green,Low breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.3,3.3,10.6,10.6,7.3,3.3,10.6,51,23,71,2478,1120,3607,4,1,1,0,5.6,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,28.5,11.2,39.7,39.7,28.5,11.2,39.7,200,78,279,9674,3802,2989,17,23,5,1,7.6,Amber,Low breach,TRUE
Tallaght University Hospital,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.1,1.1,4.2,4.2,3.1,1.1,4.2,22,8,30,1052,373,66,0,8,1,0,1.1,Green,Low breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.2,0.8,0.8,0.6,0.2,0.8,4,1,5,204,68,292,0,1,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,4.5,2.2,6.7,6.7,4.5,2.2,6.7,32,15,49,1528,747,7165,0,7,0,0,3.3,Green,No breach,TRUE
University Hospital Kerry,Kerry,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,5.4,2.4,7.8,7.8,5.4,2.4,7.8,38,17,55,1833,815,371,1,12,0,0,2.9,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,42.5,14.7,57.2,57.2,42.5,14.7,57.2,298,103,383,14427,4990,460,49,20,22,6,11,Red,High breach,TRUE
Wexford General Hospital,Wexford,synthetic,07/05/2022,2022,7,Tuesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.6,0.7,2.3,2.3,1.6,0.7,2.3,11,5,16,543,238,1486,0,5,0,0,1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.2,1.5,4.7,4.7,3.2,1.5,4.7,22,10,33,1086,509,352,5,8,2,1,10.2,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,6.6,3,9.6,9.6,6.6,3,9.6,46,21,67,2240,1018,1157,0,19,0,0,1.3,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.4,1.8,7.2,7.2,5.4,1.8,7.2,38,13,48,1833,611,3466,0,3,0,0,3.1,Green,No breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,2.6,1.2,3.8,3.8,2.6,1.2,3.8,18,8,26,883,407,1212,2,3,0,0,1.3,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,21.2,9.1,30.3,30.3,21.2,9.1,30.3,148,64,212,7196,3089,447,15,29,3,1,4.6,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,2.8,1.2,4,4,2.8,1.2,4,20,8,28,950,407,4002,3,4,1,0,8,Red,Low breach,TRUE
Galway University Hospitals,Galway,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,17.6,8.4,26,26,17.6,8.4,26,123,59,174,5974,2851,1817,0,29,0,0,3.9,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,2.9,1.5,4.4,4.4,2.9,1.5,4.4,20,10,31,984,509,499,0,28,1,0,1.3,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,12.8,4.5,17.3,17.3,12.8,4.5,17.3,90,32,125,4345,1528,1787,0,13,1,0,2.6,Green,Low breach,TRUE
Mayo University Hospital,Mayo,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.2,6.5,19.7,19.7,13.2,6.5,19.7,92,46,139,4481,2206,3341,9,7,1,0,7.7,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.7,0.9,2.6,2.6,1.7,0.9,2.6,12,6,17,577,306,1378,0,14,1,0,1.3,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,5.5,2.3,7.8,7.8,5.5,2.3,7.8,38,16,54,1867,781,1056,6,2,1,0,4.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.2,2.1,6.3,6.3,4.2,2.1,6.3,29,15,45,1426,713,1499,2,2,1,0,4.7,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,9.3,3.7,13,13,9.3,3.7,13,65,26,87,3157,1256,1083,2,8,2,1,7.3,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.3,0.9,3.2,3.2,2.3,0.9,3.2,16,6,22,781,306,739,1,9,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.2,0.5,1.7,1.7,1.2,0.5,1.7,8,4,11,407,170,360,0,0,0,0,0.9,Green,No breach,TRUE
Portiuncula University Hospital,Galway,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,3.4,1.8,5.2,5.2,3.4,1.8,5.2,24,13,37,1154,611,1452,0,7,0,0,3.2,Green,No breach,TRUE
Sligo University Hospital,Sligo,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,6.9,2.6,9.5,9.5,6.9,2.6,9.5,48,18,69,2342,883,2698,0,21,0,0,3.4,Green,No breach,TRUE
St Jamess Hospital,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,7.9,3.2,11.1,11.1,7.9,3.2,11.1,55,22,74,2682,1086,4278,0,4,0,0,1.6,Green,No breach,TRUE
St Lukes General Hospital,Kilkenny,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,8,2.9,10.9,10.9,8,2.9,10.9,56,20,78,2716,984,3554,5,4,2,1,5.8,Amber,Low breach,TRUE
St. Vincent's University Hospital,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,29.8,11.5,41.3,41.3,29.8,11.5,41.3,209,80,287,10116,3904,2917,18,24,4,1,7.9,Amber,Low breach,TRUE
Tallaght University Hospital,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,2.9,1.5,4.4,4.4,2.9,1.5,4.4,20,10,30,984,509,63,0,9,0,0,1.1,Green,No breach,TRUE
Temple Street Childrens University Hospital,Dublin,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.2,0.8,0.8,0.6,0.2,0.8,4,1,6,204,68,292,0,1,0,0,0.8,Green,No breach,TRUE
Tipperary University Hospital,Tipperary,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,5.4,2.5,7.9,7.9,5.4,2.5,7.9,38,18,54,1833,849,7103,0,9,0,0,3.9,Green,No breach,TRUE
University Hospital Kerry,Kerry,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,5.5,2.9,8.4,8.4,5.5,2.9,8.4,38,20,60,1867,984,377,0,13,0,0,3.1,Green,No breach,TRUE
University Hospital Limerick,Limerick,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,34,14.8,48.8,48.8,34,14.8,48.8,238,104,326,11541,5024,482,27,17,11,3,9.4,Red,Moderate breach,TRUE
Wexford General Hospital,Wexford,synthetic,07/06/2022,2022,7,Wednesday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.8,0.7,2.5,2.5,1.8,0.7,2.5,13,5,18,611,238,1508,0,6,0,0,1.1,Green,No breach,TRUE
Bantry General Hospital,Cork,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,2.8,1.4,4.2,4.2,2.8,1.4,4.2,20,10,30,950,475,366,4,8,1,0,9.1,Red,Low breach,TRUE
Beaumont Hospital,Dublin,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,6.8,3.1,9.9,9.9,6.8,3.1,9.9,48,22,71,2308,1052,1167,0,20,0,0,1.4,Green,No breach,TRUE
Cavan General Hospital,Cavan,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4,1.9,5.9,5.9,4,1.9,5.9,28,13,42,1358,645,3472,0,2,1,0,2.6,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,Dublin,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3,1.1,4.1,4.1,3,1.1,4.1,21,8,28,1018,373,1216,0,3,0,0,1.4,Green,No breach,TRUE
Cork University Hospital,Cork,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,20.1,8.9,29,29,20.1,8.9,29,141,62,205,6823,3021,454,18,28,3,1,4.4,Amber,Low breach,TRUE
Ennis Hospital,Clare,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,2.7,1,3.7,3.7,2.7,1,3.7,19,7,26,917,339,3969,1,4,0,0,7.4,Amber,No breach,TRUE
Galway University Hospitals,Galway,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,15.2,7.9,23.1,23.1,15.2,7.9,23.1,106,55,167,5160,2682,1757,0,25,0,0,3.5,Green,No breach,TRUE
Letterkenny University Hospital,Donegal,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,4.1,1.6,5.7,5.7,4.1,1.6,5.7,29,11,41,1392,543,514,1,36,1,0,1.6,Green,Low breach,TRUE
Mater Misericordiae University Hospital,Dublin,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,13.2,5.9,19.1,19.1,13.2,5.9,19.1,92,41,136,4481,2003,1802,0,15,0,0,2.8,Green,No breach,TRUE
Mayo University Hospital,Mayo,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,11.8,5.5,17.3,17.3,11.8,5.5,17.3,83,38,125,4006,1867,3418,9,6,2,0,6.8,Amber,Low breach,TRUE
Mercy University Hospital,Cork,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.6,0.5,2.1,2.1,1.6,0.5,2.1,11,4,15,543,170,1336,0,12,0,0,1.1,Green,No breach,TRUE
Midland Regional Hospital Mullingar,Westmeath,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,5.2,2.1,7.3,7.3,5.2,2.1,7.3,36,15,51,1765,713,1059,6,1,1,0,4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,Portlaoise,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5,1.7,6.7,6.7,5,1.7,6.7,35,12,48,1697,577,1517,5,3,1,0,5,Amber,Low breach,TRUE
Naas General Hospital,Kildare,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,8.1,4.1,12.2,12.2,8.1,4.1,12.2,57,29,88,2750,1392,1075,5,8,1,0,6.9,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,Louth,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.4,1.1,3.5,3.5,2.4,1.1,3.5,17,8,25,815,373,731,0,10,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,Dublin,synthetic,07/07/2022,2022,7,Thursday,Summer,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.1,0.4,1.5,1.5,1.1,0.4,1.5,8,3,11,373,136,349,0,2,1,0,0.8,Green,Low breach,TRUE
