Hospital,source,date,year,month,day_of_week,season,is_bank_holiday,bank_holiday_name,is_weekend,is_flu_season,is_flu_peak,hospital_beds,ed_trolleys,ward_trolleys,total_trolleys,trolley_load,daily_ed_trolleys,daily_ward_trolleys,daily_total,weekly_ed_trolleys,weekly_ward_trolleys,weekly_total,yearly_ed_trolleys,yearly_ward_trolleys,yearly_total,surge_capacity,delayed_transfers,waiting_over_24hrs,over75_waiting_24hrs,occupancy_rate_pct,traffic_light_status,wait_tier,is_synthetic
Cavan General Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.7,2.9,8.6,8.6,5.7,2.9,8.6,40,20,62,1935,984,3727,1,3,0,0,3.7,Green,No breach,TRUE
Connolly Hospital Blanchardstown,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.5,1.6,5.1,5.1,3.5,1.6,5.1,24,11,36,1188,543,1312,0,4,0,0,1.7,Green,No breach,TRUE
Cork University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,27.4,11,38.4,38.4,27.4,11,38.4,192,77,282,9301,3734,494,8,33,5,1,5.8,Amber,Low breach,TRUE
Ennis Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.5,1.3,4.8,4.8,3.5,1.3,4.8,24,9,35,1188,441,4275,5,4,1,0,9.6,Red,Low breach,TRUE
Galway University Hospitals,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,17.8,6.5,24.3,24.3,17.8,6.5,24.3,125,46,177,6042,2206,1943,0,24,0,0,3.7,Green,No breach,TRUE
Letterkenny University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.3,1.5,4.8,4.8,3.3,1.5,4.8,23,10,34,1120,509,556,0,27,1,0,1.4,Green,Low breach,TRUE
Mater Misericordiae University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,15.8,5.3,21.1,21.1,15.8,5.3,21.1,111,37,147,5363,1799,1879,0,15,0,0,3.1,Green,No breach,TRUE
Mayo University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,14,7.4,21.4,21.4,14,7.4,21.4,98,52,143,4752,2512,3764,30,7,4,1,8.4,Red,Low breach,TRUE
Mercy University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2.1,0.7,2.8,2.8,2.1,0.7,2.8,15,5,19,713,238,1480,1,15,0,0,1.4,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,7.7,3.8,11.5,11.5,7.7,3.8,11.5,54,27,84,2614,1290,1160,6,2,1,0,6.2,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,5.5,2,7.5,7.5,5.5,2,7.5,38,14,53,1867,679,1657,2,3,1,0,5.6,Amber,Low breach,TRUE
Naas General Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,11.6,4.3,15.9,15.9,11.6,4.3,15.9,81,30,116,3938,1460,1189,11,9,5,1,8.9,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,3.1,1.1,4.2,4.2,3.1,1.1,4.2,22,8,29,1052,373,775,0,11,0,0,1,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.4,0.6,2,2,1.4,0.6,2,10,4,14,475,204,373,0,2,1,0,1.1,Green,Low breach,TRUE
Portiuncula University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,5,1.9,6.9,6.9,5,1.9,6.9,35,13,47,1697,645,1560,6,9,1,0,4.2,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,8.9,4.6,13.5,13.5,8.9,4.6,13.5,62,32,90,3021,1561,2964,12,27,1,0,4.8,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,10.2,4.1,14.3,14.3,10.2,4.1,14.3,71,29,101,3462,1392,4638,0,0,1,0,2.1,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.2,2.7,9.9,9.9,7.2,2.7,9.9,50,19,72,2444,917,3830,5,3,1,0,5.3,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,34.3,17.1,51.4,51.4,34.3,17.1,51.4,240,120,352,11643,5805,3242,50,27,11,3,9.8,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3.5,1.7,5.2,5.2,3.5,1.7,5.2,24,12,37,1188,577,69,0,9,0,0,1.3,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.8,0.3,1.1,1.1,0.8,0.3,1.1,6,2,8,272,102,331,0,0,0,0,1.1,Green,No breach,TRUE
Tipperary University Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,5.9,2.9,8.8,8.8,5.9,2.9,8.8,41,20,63,2003,984,7506,6,9,1,0,4.3,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,7.1,3.1,10.2,10.2,7.1,3.1,10.2,50,22,72,2410,1052,415,0,15,0,0,3.8,Green,No breach,TRUE
University Hospital Limerick,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,47.4,18.6,66,66,47.4,18.6,66,332,130,450,16090,6314,509,46,21,23,5,12.7,Red,High breach,TRUE
Wexford General Hospital,synthetic,5/23/2022,2022,5,Monday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.9,0.9,2.8,2.8,1.9,0.9,2.8,13,6,19,645,306,1629,1,6,0,0,1.2,Green,No breach,TRUE
Bantry General Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.1,1.4,4.5,4.5,3.1,1.4,4.5,22,10,30,1052,475,395,3,8,1,0,9.8,Red,Low breach,TRUE
Beaumont Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,8.4,3.3,11.7,11.7,8.4,3.3,11.7,59,23,84,2851,1120,1304,0,23,2,0,1.6,Green,Low breach,TRUE
Cavan General Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.1,2.2,7.3,7.3,5.1,2.2,7.3,36,15,54,1731,747,3689,0,3,1,0,3.2,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.4,1.5,4.9,4.9,3.4,1.5,4.9,24,10,34,1154,509,1263,0,4,0,0,1.6,Green,No breach,TRUE
Cork University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,19.2,8.3,27.5,27.5,19.2,8.3,27.5,134,58,196,6517,2817,479,13,26,3,1,4.1,Amber,Low breach,TRUE
Ennis Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,2.5,1.2,3.7,3.7,2.5,1.2,3.7,18,8,27,849,407,4506,1,4,0,0,7.4,Amber,No breach,TRUE
Galway University Hospitals,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,15.7,7,22.7,22.7,15.7,7,22.7,110,49,152,5329,2376,1876,1,25,1,0,3.4,Green,Low breach,TRUE
Letterkenny University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.6,1.8,5.4,5.4,3.6,1.8,5.4,25,13,38,1222,611,534,0,34,0,0,1.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,14.5,5.8,20.3,20.3,14.5,5.8,20.3,102,41,147,4922,1969,1922,0,16,0,0,3,Green,No breach,TRUE
Mayo University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13,7,20,20,13,7,20,91,49,142,4413,2376,3810,9,7,2,1,7.8,Amber,Low breach,TRUE
Mercy University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.7,0.8,2.5,2.5,1.7,0.8,2.5,12,6,18,577,272,1471,0,14,0,0,1.3,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6,2.8,8.8,8.8,6,2.8,8.8,42,20,62,2037,950,1167,2,2,1,0,4.8,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.7,2,6.7,6.7,4.7,2,6.7,33,14,48,1595,679,1600,4,2,1,0,5,Amber,Low breach,TRUE
Naas General Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,11.5,5,16.5,16.5,11.5,5,16.5,80,35,114,3904,1697,1197,21,10,5,1,9.3,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.4,1,3.4,3.4,2.4,1,3.4,17,7,23,815,339,778,0,9,1,0,0.8,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1,0.5,1.5,1.5,1,0.5,1.5,7,4,11,339,170,385,0,2,0,0,0.8,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.5,2,6.5,6.5,4.5,2,6.5,32,14,44,1528,679,1598,7,9,0,0,4,Amber,No breach,TRUE
Sligo University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9,3.1,12.1,12.1,9,3.1,12.1,63,22,88,3055,1052,2957,3,27,1,0,4.3,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,9.1,3.5,12.6,12.6,9.1,3.5,12.6,64,24,90,3089,1188,4573,0,3,0,0,1.9,Green,No breach,TRUE
St Lukes General Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,8.2,2.8,11,11,8.2,2.8,11,57,20,79,2783,950,3803,4,2,1,0,5.9,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,40.5,14.9,55.4,55.4,40.5,14.9,55.4,284,104,381,13748,5058,3285,52,32,16,4,10.6,Red,High breach,TRUE
Tallaght University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,2.6,1.2,3.8,3.8,2.6,1.2,3.8,18,8,26,883,407,70,0,8,2,1,1,Green,Low breach,TRUE
Temple Street Childrens University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.6,0.3,0.9,0.9,0.6,0.3,0.9,4,2,6,204,102,325,1,0,0,0,0.9,Green,No breach,TRUE
Tipperary University Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6.3,2.2,8.5,8.5,6.3,2.2,8.5,44,15,61,2139,747,7710,6,9,1,0,4.1,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.3,2.2,8.5,8.5,6.3,2.2,8.5,44,15,62,2139,747,414,0,14,1,0,3.1,Green,Low breach,TRUE
University Hospital Limerick,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,36.4,15.1,51.5,51.5,36.4,15.1,51.5,255,106,345,12356,5126,517,32,18,8,2,9.9,Red,Moderate breach,TRUE
Wexford General Hospital,synthetic,5/24/2022,2022,5,Tuesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,2,0.8,2.8,2.8,2,0.8,2.8,14,6,20,679,272,1682,1,7,0,0,1.2,Green,No breach,TRUE
Bantry General Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,2.6,1.3,3.9,3.9,2.6,1.3,3.9,18,9,26,883,441,392,3,7,1,0,8.5,Red,Low breach,TRUE
Beaumont Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7,2.6,9.6,9.6,7,2.6,9.6,49,18,65,2376,883,1283,0,19,0,0,1.3,Green,No breach,TRUE
Cavan General Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,5.5,1.9,7.4,7.4,5.5,1.9,7.4,38,13,54,1867,645,3692,0,3,0,0,3.2,Green,No breach,TRUE
Connolly Hospital Blanchardstown,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.2,1.3,4.5,4.5,3.2,1.3,4.5,22,9,30,1086,441,1299,1,4,0,0,1.5,Green,No breach,TRUE
Cork University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,21.9,11.6,33.5,33.5,21.9,11.6,33.5,153,81,246,7434,3938,478,17,32,3,1,5,Amber,Low breach,TRUE
Ennis Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3,1.5,4.5,4.5,3,1.5,4.5,21,10,31,1018,509,4512,5,4,1,0,9,Red,Low breach,TRUE
Galway University Hospitals,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,18.2,6.9,25.1,25.1,18.2,6.9,25.1,127,48,183,6178,2342,1917,0,28,0,0,3.8,Green,No breach,TRUE
Letterkenny University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.6,1.5,5.1,5.1,3.6,1.5,5.1,25,10,36,1222,509,541,0,32,0,0,1.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,15.1,5.1,20.2,20.2,15.1,5.1,20.2,106,36,139,5126,1731,1891,0,16,0,0,3,Green,No breach,TRUE
Mayo University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,12.3,6.5,18.8,18.8,12.3,6.5,18.8,86,46,127,4175,2206,3749,8,7,3,1,7.4,Amber,Low breach,TRUE
Mercy University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,2,0.8,2.8,2.8,2,0.8,2.8,14,6,19,679,272,1431,0,16,0,0,1.4,Green,No breach,TRUE
Midland Regional Hospital Mullingar,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,5.8,2.8,8.6,8.6,5.8,2.8,8.6,41,20,60,1969,950,1201,3,2,1,0,4.7,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.4,1.6,6,6,4.4,1.6,6,31,11,44,1494,543,1641,4,2,1,0,4.5,Amber,Low breach,TRUE
Naas General Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,10.2,4.4,14.6,14.6,10.2,4.4,14.6,71,31,105,3462,1494,1205,14,9,4,1,8.2,Red,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.5,1.2,3.7,3.7,2.5,1.2,3.7,18,8,26,849,407,799,1,10,0,0,0.9,Green,No breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.3,0.5,1.8,1.8,1.3,0.5,1.8,9,4,12,441,170,395,0,1,0,0,1,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4,2,6,6,4,2,6,28,14,40,1358,679,1602,0,9,0,0,3.7,Green,No breach,TRUE
Sligo University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,9.4,3.1,12.5,12.5,9.4,3.1,12.5,66,22,84,3191,1052,2884,9,28,1,0,4.4,Amber,Low breach,TRUE
St Jamess Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,8.3,3.4,11.7,11.7,8.3,3.4,11.7,58,24,82,2817,1154,4467,0,3,0,0,1.7,Green,No breach,TRUE
St Lukes General Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,6.4,3.2,9.6,9.6,6.4,3.2,9.6,45,22,65,2172,1086,3829,5,5,1,0,5.1,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,26.9,13.9,40.8,40.8,26.9,13.9,40.8,188,97,292,9131,4718,3308,13,23,3,1,7.8,Amber,Low breach,TRUE
Tallaght University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,2.8,1.2,4,4,2.8,1.2,4,20,8,29,950,407,68,0,8,0,0,1,Green,No breach,TRUE
Temple Street Childrens University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,100,0.7,0.3,1,1,0.7,0.3,1,5,2,7,238,102,319,0,1,1,0,1,Green,Low breach,TRUE
Tipperary University Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,205,6,2.1,8.1,8.1,6,2.1,8.1,42,15,59,2037,713,7739,8,9,1,0,4,Amber,Low breach,TRUE
University Hospital Kerry,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,272,6.2,2.2,8.4,8.4,6.2,2.2,8.4,43,15,57,2105,747,421,0,13,0,0,3.1,Green,No breach,TRUE
University Hospital Limerick,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,519,32,14.5,46.5,46.5,32,14.5,46.5,224,102,330,10862,4922,504,31,16,13,3,9,Red,Moderate breach,TRUE
Wexford General Hospital,synthetic,5/25/2022,2022,5,Wednesday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,227,1.6,0.7,2.3,2.3,1.6,0.7,2.3,11,5,16,543,238,1600,0,5,0,0,1,Green,No breach,TRUE
Bantry General Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,46,3.1,1.5,4.6,4.6,3.1,1.5,4.6,22,10,33,1052,509,390,3,8,1,0,10,Red,Low breach,TRUE
Beaumont Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,718,7.5,3.4,10.9,10.9,7.5,3.4,10.9,52,24,77,2546,1154,1289,0,22,0,0,1.5,Green,No breach,TRUE
Cavan General Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,231,4.8,2.1,6.9,6.9,4.8,2.1,6.9,34,15,50,1629,713,3691,0,3,1,0,3,Green,Low breach,TRUE
Connolly Hospital Blanchardstown,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,303,3.3,1.7,5,5,3.3,1.7,5,23,12,37,1120,577,1336,0,4,0,0,1.7,Green,No breach,TRUE
Cork University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,664,23,10.8,33.8,33.8,23,10.8,33.8,161,76,238,7807,3666,471,12,32,3,1,5.1,Amber,Low breach,TRUE
Ennis Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,50,3.3,1.3,4.6,4.6,3.3,1.3,4.6,23,9,33,1120,441,4379,6,5,2,0,9.2,Red,Low breach,TRUE
Galway University Hospitals,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,663,16.3,8.5,24.8,24.8,16.3,8.5,24.8,114,60,177,5533,2885,1946,1,27,0,0,3.7,Green,No breach,TRUE
Letterkenny University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,350,3.7,1.5,5.2,5.2,3.7,1.5,5.2,26,10,37,1256,509,531,0,33,0,0,1.5,Green,No breach,TRUE
Mater Misericordiae University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,678,14.5,6.1,20.6,20.6,14.5,6.1,20.6,102,43,137,4922,2071,1971,0,16,2,1,3,Green,Low breach,TRUE
Mayo University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,255,13.9,6.8,20.7,20.7,13.9,6.8,20.7,97,48,147,4718,2308,3693,14,8,5,1,8.1,Red,Low breach,TRUE
Mercy University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,198,1.9,0.8,2.7,2.7,1.9,0.8,2.7,13,6,20,645,272,1458,0,15,1,0,1.4,Green,Low breach,TRUE
Midland Regional Hospital Mullingar,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,6.6,3.3,9.9,9.9,6.6,3.3,9.9,46,23,69,2240,1120,1179,7,2,1,0,5.4,Amber,Low breach,TRUE
Midland Regional Hospital Portlaoise,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,133,4.4,2.3,6.7,6.7,4.4,2.3,6.7,31,16,46,1494,781,1605,2,3,1,0,5,Amber,Low breach,TRUE
Naas General Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,178,9.6,4.4,14,14,9.6,4.4,14,67,31,99,3259,1494,1211,5,9,2,0,7.9,Amber,Low breach,TRUE
Our Lady of Lourdes Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,426,2.9,1,3.9,3.9,2.9,1,3.9,20,7,29,984,339,758,0,11,1,0,0.9,Green,Low breach,TRUE
Our Lady's Children's Hospital Crumlin,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,184,1.1,0.5,1.6,1.6,1.1,0.5,1.6,8,4,11,373,170,379,0,1,0,0,0.9,Green,No breach,TRUE
Portiuncula University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,163,4.5,2.4,6.9,6.9,4.5,2.4,6.9,32,17,49,1528,815,1611,7,10,1,0,4.2,Amber,Low breach,TRUE
Sligo University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,281,7.4,3,10.4,10.4,7.4,3,10.4,52,21,75,2512,1018,2978,1,23,0,0,3.7,Green,No breach,TRUE
St Jamess Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,680,9.2,3.9,13.1,13.1,9.2,3.9,13.1,64,27,96,3123,1324,4639,0,3,1,0,1.9,Green,Low breach,TRUE
St Lukes General Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,188,7.5,2.7,10.2,10.2,7.5,2.7,10.2,52,19,69,2546,917,3922,2,4,1,0,5.4,Amber,Low breach,TRUE
St. Vincent's University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,523,30,12.1,42.1,42.1,30,12.1,42.1,210,85,304,10184,4107,3334,26,24,7,2,8,Red,Moderate breach,TRUE
Tallaght University Hospital,synthetic,5/26/2022,2022,5,Thursday,Spring,FALSE,Not a Bank Holiday,FALSE,FALSE,FALSE,397,3,1.5,4.5,4.5,3,1.5,4.5,21,10,31,1018,509,68,0,9,0,0,1.1,Green,No breach,TRUE
